token,freq,n_folios,length,first_char,last_char,in_label_pct,in_paragraph_pct,A_pct,B_pct,dominant_section,dominant_section_pct,is_hapax,specificity,cluster,top_anchors,category
otey,63,44,4,o,y,0.015873015873015872,0.6349206349206349,0.09523809523809523,0.5864150943396227,recipes,0.2857142857142857,False,0.2857142857142857,20,"has_human_figure(npmi=+0.46, n=19) | has_circular_structure(npmi=+0.44, n=17) | has_radial_symmetry(npmi=+0.43, n=16)",[body] recipes | n_concentric_rings+n_human_figures
sol,63,41,3,s,l,0.0,0.8571428571428571,0.25396825396825395,0.6956085319949812,biological,0.5873015873015873,False,0.5873015873015873,5,"n_nymphs(npmi=+0.58, n=16) | has_water(npmi=+0.56, n=16) | n_pools(npmi=+0.54, n=14)",[body] biological/recipes | n_nymphs+n_pools
dor,62,46,3,d,r,0.0,0.9838709677419355,0.7096774193548387,0.28703703703703703,herbal,0.6451612903225806,False,0.6451612903225806,13,"n_plant_fragments(npmi=+0.17, n=6) | n_pipes(npmi=+0.13, n=5) | n_distinct_objects(npmi=+0.04, n=42)",[body] herbal | has_moon_face+n_petals
okeol,62,37,5,o,l,0.0,0.8709677419354839,0.5806451612903226,0.2876288659793815,pharmaceutical,0.46774193548387094,False,0.46774193548387094,18,"n_plant_fragments(npmi=+0.47, n=11) | n_labels(npmi=+0.36, n=18) | has_container(npmi=+0.45, n=10)",[body] pharmaceutical/herbal | n_petals+has_moon_face
okeedy,62,35,6,o,y,0.0,0.9838709677419355,0.016129032258064516,0.9674902470741222,recipes,0.5,False,0.5,7,"n_paragraphs(npmi=+0.54, n=16) | n_decorative_motifs(npmi=+0.52, n=16) | n_stars(npmi=+0.45, n=16)",[body] recipes/biological | n_nymphs+n_pools
cheky,62,46,5,c,y,0.0,0.8870967741935484,0.1935483870967742,0.7074688796680497,herbal,0.4032258064516129,False,0.4032258064516129,10,"n_stars(npmi=+0.25, n=13) | n_paragraphs(npmi=+0.26, n=11) | n_decorative_motifs(npmi=+0.24, n=11)",[body] herbal/recipes | has_central_object+spiral_turns
qotedy,62,34,6,q,y,0.0,0.9516129032258065,0.0,1.0,biological,0.5967741935483871,False,0.5967741935483871,7,"n_nymphs(npmi=+0.57, n=14) | has_water(npmi=+0.55, n=14) | n_pipes(npmi=+0.57, n=12)",[body] recipes/biological | n_nymphs+n_pools
qotain,62,29,6,q,n,0.0,1.0,0.03225806451612903,0.967238689547582,recipes,0.5967741935483871,False,0.5967741935483871,24,"n_paragraphs(npmi=+0.61, n=16) | n_decorative_motifs(npmi=+0.59, n=16) | n_stars(npmi=+0.53, n=16)",[body] biological/recipes | n_nymphs+has_water
kaiin,61,39,5,k,n,0.0,0.9508196721311475,0.16393442622950818,0.8011257035647279,recipes,0.47540983606557374,False,0.47540983606557374,23,"n_decorative_motifs(npmi=+0.51, n=17) | n_paragraphs(npmi=+0.49, n=16) | n_stars(npmi=+0.41, n=16)",[body] recipes/herbal | spiral_turns+has_spiral
qotchy,60,45,6,q,y,0.0,0.9833333333333333,0.8166666666666667,0.18087147163606468,herbal,0.8166666666666667,False,0.8166666666666667,17,"n_distinct_objects(npmi=+0.05, n=42)",[body] herbal | has_central_object+spiral_turns
okey,59,37,4,o,y,0.01694915254237288,0.864406779661017,0.288135593220339,0.5397369925671812,recipes,0.3220338983050847,False,0.3220338983050847,0,"n_stars(npmi=+0.33, n=13) | n_paragraphs(npmi=+0.29, n=10) | n_decorative_motifs(npmi=+0.27, n=10)",[body] recipes/pharmaceutical | has_moon_face+n_paragraphs
dam,57,47,3,d,m,0.017543859649122806,0.8421052631578947,0.5789473684210527,0.3126142595978062,herbal,0.543859649122807,False,0.543859649122807,13,"n_petals(npmi=+0.29, n=1) | branching_depth(npmi=+0.19, n=2) | n_rays_or_petals(npmi=+0.19, n=2)",[body] herbal | has_moon_face+n_petals
oly,56,35,3,o,y,0.0,0.9464285714285714,0.16071428571428573,0.7834658187599364,biological,0.48214285714285715,False,0.48214285714285715,16,"n_nymphs(npmi=+0.52, n=13) | has_water(npmi=+0.50, n=13) | n_pools(npmi=+0.52, n=12)",[body] biological/recipes | has_T_O_diagram+spiral_turns
qoteedy,56,33,7,q,y,0.0,0.9642857142857143,0.0,0.9821428571428571,biological,0.5535714285714286,False,0.5535714285714286,5,"n_nymphs(npmi=+0.58, n=14) | has_water(npmi=+0.56, n=14) | n_pools(npmi=+0.54, n=12)",[body] biological/recipes | n_nymphs+n_pools
cthol,55,38,5,c,l,0.0,0.9090909090909091,0.9272727272727272,0.05364109232769831,herbal,0.8363636363636363,False,0.8363636363636363,17,"n_visual_text_columns(npmi=+0.25, n=3) | branching_depth(npmi=+0.23, n=2) | n_distinct_objects(npmi=+0.05, n=36)",[body] herbal | has_central_object+spiral_turns
ote@152;y,55,37,9,o,y,0.01818181818181818,0.8545454545454545,0.0,0.9454545454545454,biological,0.32727272727272727,False,0.32727272727272727,7,"n_nymphs(npmi=+0.46, n=12) | has_water(npmi=+0.44, n=12) | n_pools(npmi=+0.41, n=10)",[body] recipes/biological | n_nymphs+n_pools
shckhy,54,28,6,s,y,0.0,0.9444444444444444,0.05555555555555555,0.9064748201438849,biological,0.3888888888888889,False,0.3888888888888889,1,"n_nymphs(npmi=+0.51, n=11) | has_water(npmi=+0.49, n=11) | n_pools(npmi=+0.50, n=10)",[body] recipes/biological | has_central_star+n_paragraphs
raiin,53,30,5,r,n,0.0,0.9811320754716981,0.07547169811320754,0.9232136509065055,recipes,0.7169811320754716,False,0.7169811320754716,21,"n_paragraphs(npmi=+0.59, n=16) | n_decorative_motifs(npmi=+0.58, n=16) | n_stars(npmi=+0.51, n=16)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
chal,52,31,4,c,l,0.0,0.9038461538461539,0.28846153846153844,0.6311143802868702,recipes,0.5769230769230769,False,0.5769230769230769,12,"n_decorative_motifs(npmi=+0.45, n=13) | n_paragraphs(npmi=+0.43, n=12) | n_stars(npmi=+0.35, n=12)",[body] recipes/herbal | n_paragraphs+n_decorative_motifs
ykeey,52,42,5,y,y,0.0,0.8653846153846154,0.36538461538461536,0.5347043701799487,herbal,0.28846153846153844,False,0.28846153846153844,18,"n_pools(npmi=+0.23, n=7) | n_nymphs(npmi=+0.20, n=7) | has_container(npmi=+0.21, n=6)",[body] pharmaceutical/herbal | n_petals+has_moon_face
chear,51,31,5,c,r,0.0,0.8823529411764706,0.37254901960784315,0.564503816793893,recipes,0.39215686274509803,False,0.39215686274509803,27,"n_decorative_motifs(npmi=+0.33, n=10) | n_paragraphs(npmi=+0.30, n=9) | n_stars(npmi=+0.23, n=9)",[body] recipes/biological | n_paragraphs+n_decorative_motifs
odaiin,51,40,6,o,n,0.0196078431372549,0.9607843137254902,0.47058823529411764,0.5051428571428571,herbal,0.45098039215686275,False,0.45098039215686275,14,"n_decorative_motifs(npmi=+0.29, n=11) | n_stars(npmi=+0.27, n=12) | n_paragraphs(npmi=+0.26, n=10)",[body] herbal/recipes | has_moon_face+n_decorative_motifs
qo,51,38,2,q,o,0.0,1.0,0.3333333333333333,0.6428571428571428,herbal,0.3333333333333333,False,0.3333333333333333,18,"n_paragraphs(npmi=+0.28, n=10) | n_decorative_motifs(npmi=+0.27, n=10) | n_stars(npmi=+0.21, n=10)",[body] pharmaceutical/herbal | n_petals+has_moon_face
shody,50,36,5,s,y,0.0,1.0,0.5,0.49504950495049505,herbal,0.58,False,0.58,2,"n_decorative_motifs(npmi=+0.24, n=9) | n_paragraphs(npmi=+0.21, n=8) | n_stars(npmi=+0.14, n=8)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
sheedy,49,34,6,s,y,0.0,0.9591836734693877,0.02040816326530612,0.9791840133222314,biological,0.4489795918367347,False,0.4489795918367347,5,"n_nymphs(npmi=+0.53, n=13) | has_water(npmi=+0.51, n=13) | n_pools(npmi=+0.48, n=11)",[body] biological/recipes | n_nymphs+n_pools
aiiin,49,33,5,a,n,0.0,0.9591836734693877,0.10204081632653061,0.8757273482959269,recipes,0.42857142857142855,False,0.42857142857142855,9,"n_paragraphs(npmi=+0.44, n=13) | n_decorative_motifs(npmi=+0.43, n=13) | n_stars(npmi=+0.41, n=14)",[body] recipes/zodiac | has_T_O_diagram+spiral_turns
olaiin,49,39,6,o,n,0.04081632653061224,0.7755102040816326,0.1836734693877551,0.670954356846473,recipes,0.2857142857142857,False,0.2857142857142857,21,"n_paragraphs(npmi=+0.27, n=10) | n_decorative_motifs(npmi=+0.26, n=10) | n_stars(npmi=+0.24, n=11)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
kar,49,36,3,k,r,0.0,1.0,0.10204081632653061,0.8960931005818786,herbal,0.40816326530612246,False,0.40816326530612246,23,"n_paragraphs(npmi=+0.45, n=14) | n_decorative_motifs(npmi=+0.44, n=14) | n_stars(npmi=+0.37, n=14)",[body] recipes/herbal | spiral_turns+has_spiral
d,48,28,1,d,d,0.020833333333333332,0.6041666666666666,0.5416666666666666,0.22660944206008585,herbal,0.5,False,0.5,6,"has_marginal_annotation(npmi=+0.36, n=2) | n_rays_or_petals(npmi=+0.30, n=2) | n_visual_text_columns(npmi=+0.21, n=2)",[body] cosmological/herbal | has_marginal_annotation+fragments_are_whole_plants
keey,47,38,4,k,y,0.0,0.9148936170212766,0.44680851063829785,0.4426008968609865,recipes,0.3617021276595745,False,0.3617021276595745,18,"n_decorative_motifs(npmi=+0.45, n=15) | n_paragraphs(npmi=+0.43, n=14) | n_stars(npmi=+0.36, n=14)",[body] pharmaceutical/herbal | n_petals+has_moon_face
sal,47,37,3,s,l,0.02127659574468085,0.8085106382978723,0.3191489361702128,0.5283273381294964,biological,0.2765957446808511,False,0.2765957446808511,3,"has_water(npmi=+0.36, n=10) | has_human_figure(npmi=+0.29, n=12) | n_pipes(npmi=+0.35, n=8)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
oke@152;y,46,32,9,o,y,0.043478260869565216,0.8913043478260869,0.0,0.9130434782608695,biological,0.3695652173913043,False,0.3695652173913043,7,"has_human_figure(npmi=+0.26, n=10) | n_nymphs(npmi=+0.28, n=7) | n_pipes(npmi=+0.29, n=6)",[body] recipes/biological | n_nymphs+n_pools
lkaiin,46,20,6,l,n,0.0,1.0,0.0,1.0,recipes,0.8260869565217391,False,0.8260869565217391,22,"n_paragraphs(npmi=+0.62, n=13) | n_decorative_motifs(npmi=+0.61, n=13) | n_stars(npmi=+0.54, n=13)",[body] recipes/biological | has_central_star+has_T_O_diagram
checkhy,46,32,7,c,y,0.0,0.9782608695652174,0.043478260869565216,0.9556185080264401,biological,0.43478260869565216,False,0.43478260869565216,1,"n_nymphs(npmi=+0.55, n=13) | has_water(npmi=+0.53, n=13) | n_pools(npmi=+0.55, n=12)",[body] recipes/biological | has_central_star+n_paragraphs
qokeol,46,32,6,q,l,0.0,0.9782608695652174,0.717391304347826,0.2568636575151233,pharmaceutical,0.5,False,0.5,18,"n_plant_fragments(npmi=+0.57, n=12) | n_containers(npmi=+0.54, n=10) | has_container(npmi=+0.50, n=10)",[body] pharmaceutical/herbal | n_petals+has_moon_face
sheo,45,37,4,s,o,0.0,0.8444444444444444,0.4444444444444444,0.4400977995110025,herbal,0.35555555555555557,False,0.35555555555555557,8,"n_paragraphs(npmi=+0.37, n=12) | n_decorative_motifs(npmi=+0.35, n=12) | n_stars(npmi=+0.29, n=12)",[body] herbal/recipes | spiral_turns+has_spiral
cthor,45,34,5,c,r,0.0,0.9555555555555556,0.9333333333333333,0.06531204644412192,herbal,0.9111111111111111,False,0.9111111111111111,17,"n_distinct_objects(npmi=+0.06, n=33) | n_flowers_visible(npmi=+0.09, n=1) | branching_depth(npmi=+0.09, n=1)",[body] herbal | has_central_object+spiral_turns
cthey,44,36,5,c,y,0.0,0.9772727272727273,0.8181818181818182,0.1561866125760649,herbal,0.6818181818181818,False,0.6818181818181818,4,"n_plant_fragments(npmi=+0.29, n=7) | n_rows(npmi=+0.28, n=4) | has_star_motif(npmi=+0.39, n=2)",[body] herbal | has_moon_face+has_star_motif
otchy,44,36,5,o,y,0.0,0.9090909090909091,0.6590909090909091,0.24631043256997456,herbal,0.7045454545454546,False,0.7045454545454546,17,"has_spiral(npmi=+0.34, n=1) | spiral_turns(npmi=+0.34, n=1) | n_beads(npmi=+0.34, n=1)",[body] herbal | has_central_object+spiral_turns
qotol,44,31,5,q,l,0.0,1.0,0.4772727272727273,0.517118037812979,herbal,0.4318181818181818,False,0.4318181818181818,11,"n_pools(npmi=+0.32, n=7) | n_nymphs(npmi=+0.28, n=7) | n_pipes(npmi=+0.29, n=6)",[body] herbal/recipes | n_petals+n_paragraphs
cheedy,44,25,6,c,y,0.0,1.0,0.06818181818181818,0.9303764827230531,recipes,0.4318181818181818,False,0.4318181818181818,1,"n_paragraphs(npmi=+0.46, n=11) | n_stars(npmi=+0.43, n=12) | n_decorative_motifs(npmi=+0.44, n=11)",[body] recipes/biological | has_central_star+n_paragraphs
otam,43,33,4,o,m,0.023255813953488372,0.9069767441860465,0.13953488372093023,0.7881401617250674,recipes,0.3953488372093023,False,0.3953488372093023,25,"n_paragraphs(npmi=+0.48, n=14) | n_decorative_motifs(npmi=+0.47, n=14) | n_stars(npmi=+0.41, n=14)",[body] recipes/herbal | has_moon_face+n_paragraphs
ch@152;y,43,29,8,c,y,0.023255813953488372,0.8837209302325582,0.0,0.9534883720930233,herbal,0.5116279069767442,False,0.5116279069767442,25,"n_pools(npmi=+0.28, n=6) | n_nymphs(npmi=+0.25, n=6) | has_water(npmi=+0.23, n=6)",[body] recipes/herbal | has_moon_face+n_paragraphs
sor,43,38,3,s,r,0.0,0.9069767441860465,0.3953488372093023,0.5530546623794211,biological,0.3488372093023256,False,0.3488372093023256,28,"n_nymphs(npmi=+0.41, n=11) | has_water(npmi=+0.39, n=11) | n_pools(npmi=+0.36, n=9)",[body] herbal/recipes | has_moon_face+n_petals
taiin,43,30,5,t,n,0.0,0.9767441860465116,0.32558139534883723,0.6693505099302202,recipes,0.4883720930232558,False,0.4883720930232558,26,"n_paragraphs(npmi=+0.44, n=12) | n_decorative_motifs(npmi=+0.42, n=12) | n_stars(npmi=+0.36, n=12)",[body] recipes/herbal | has_central_star+has_moon_face
chodaiin,43,37,8,c,n,0.0,0.9534883720930233,0.6976744186046512,0.2974986695050559,herbal,0.5581395348837209,False,0.5581395348837209,4,"n_decorative_motifs(npmi=+0.23, n=9) | n_visual_text_columns(npmi=+0.35, n=4) | n_flowers_visible(npmi=+0.35, n=3)",[body] herbal | has_moon_face+has_star_motif
chaiin,42,32,6,c,n,0.0,0.9761904761904762,0.7619047619047619,0.23385300668151449,herbal,0.7857142857142857,False,0.7857142857142857,4,"n_paragraphs(npmi=+0.20, n=7) | n_decorative_motifs(npmi=+0.18, n=7) | n_stars(npmi=+0.13, n=7)",[body] herbal | has_moon_face+has_star_motif
qoteey,42,29,6,q,y,0.0,0.8809523809523809,0.19047619047619047,0.7821670428893905,recipes,0.5476190476190477,False,0.5476190476190477,19,"n_paragraphs(npmi=+0.57, n=15) | n_decorative_motifs(npmi=+0.55, n=15) | n_stars(npmi=+0.53, n=16)",[body] recipes/biological | has_moon_face+has_central_object
ytaiin,42,24,6,y,n,0.0,0.8809523809523809,0.2857142857142857,0.7094594594594594,herbal,0.3333333333333333,False,0.3333333333333333,14,"n_paragraphs(npmi=+0.22, n=6) | n_decorative_motifs(npmi=+0.21, n=6) | n_stars(npmi=+0.17, n=6)",[body] herbal/recipes | has_moon_face+n_decorative_motifs
tar,41,34,3,t,r,0.024390243902439025,0.975609756097561,0.12195121951219512,0.8511269276393831,recipes,0.3902439024390244,False,0.3902439024390244,10,"n_paragraphs(npmi=+0.43, n=13) | n_decorative_motifs(npmi=+0.42, n=13) | n_stars(npmi=+0.36, n=13)",[body] herbal/recipes | has_central_object+spiral_turns
lchey,41,31,5,l,y,0.0,0.975609756097561,0.0,1.0,biological,0.43902439024390244,False,0.43902439024390244,1,"n_pools(npmi=+0.60, n=13) | n_nymphs(npmi=+0.56, n=13) | has_water(npmi=+0.54, n=13)",[body] recipes/biological | has_central_star+n_paragraphs
ches,40,33,4,c,s,0.025,0.775,0.125,0.7476635514018691,recipes,0.325,False,0.325,27,"n_pools(npmi=+0.40, n=9) | has_human_figure(npmi=+0.33, n=12) | n_nymphs(npmi=+0.37, n=9)",[body] recipes/biological | n_paragraphs+n_decorative_motifs
@152;ar,40,33,7,@,r,0.025,0.7,0.2,0.5472636815920398,herbal,0.425,False,0.425,23,"n_rays(npmi=+0.41, n=2) | has_circular_structure(npmi=+0.20, n=8) | has_radial_symmetry(npmi=+0.18, n=7)",[body] recipes/herbal | spiral_turns+has_spiral
chos,40,29,4,c,s,0.05,0.9,0.6,0.32019704433497537,herbal,0.375,False,0.375,8,"n_plant_fragments(npmi=+0.30, n=6) | fragments_are_whole_plants(npmi=+0.43, n=2) | n_paragraphs(npmi=+0.22, n=7)",[body] herbal/recipes | spiral_turns+has_spiral
choty,40,31,5,c,y,0.0,0.9,0.625,0.2953846153846154,herbal,0.55,False,0.55,17,"has_marginal_annotation(npmi=+0.33, n=2) | has_central_object(npmi=+0.37, n=1) | n_decorative_motifs(npmi=+0.14, n=6)",[body] herbal | has_central_object+spiral_turns
choky,39,33,5,c,y,0.02564102564102564,0.8205128205128205,0.717948717948718,0.15106520335700452,herbal,0.5384615384615384,False,0.5384615384615384,4,"n_containers(npmi=+0.32, n=6) | has_container(npmi=+0.28, n=6) | n_rays_or_petals(npmi=+0.38, n=3)",[body] herbal | has_moon_face+has_star_motif
sheor,39,30,5,s,r,0.0,1.0,0.5128205128205128,0.4808565866320571,herbal,0.3076923076923077,False,0.3076923076923077,18,"n_pools(npmi=+0.38, n=8) | n_nymphs(npmi=+0.35, n=8) | n_pipes(npmi=+0.36, n=7)",[body] pharmaceutical/herbal | n_petals+has_moon_face
@152;al,39,32,7,@,l,0.0,0.8717948717948718,0.20512820512820512,0.6631785480706344,biological,0.2564102564102564,False,0.2564102564102564,19,"n_nymphs(npmi=+0.37, n=9) | n_pipes(npmi=+0.40, n=8) | has_water(npmi=+0.36, n=9)",[body] recipes/biological | has_moon_face+has_central_object
opchedy,38,30,7,o,y,0.0,0.9736842105263158,0.0,1.0,recipes,0.5263157894736842,False,0.5263157894736842,25,"n_paragraphs(npmi=+0.56, n=15) | n_decorative_motifs(npmi=+0.54, n=15) | n_stars(npmi=+0.48, n=15)",[body] recipes/herbal | has_moon_face+n_paragraphs
olkeey,38,25,6,o,y,0.0,1.0,0.05263157894736842,0.946058091286307,biological,0.4473684210526316,False,0.4473684210526316,1,"n_paragraphs(npmi=+0.46, n=11) | n_decorative_motifs(npmi=+0.44, n=11) | n_nymphs(npmi=+0.45, n=9)",[body] recipes/biological | has_central_star+n_paragraphs
lkeey,38,20,5,l,y,0.0,1.0,0.02631578947368421,0.9730103806228374,recipes,0.868421052631579,False,0.868421052631579,1,"n_paragraphs(npmi=+0.71, n=15) | n_decorative_motifs(npmi=+0.69, n=15) | n_stars(npmi=+0.63, n=15)",[body] recipes/biological | has_central_star+n_paragraphs
kain,38,26,4,k,n,0.0,0.9736842105263158,0.02631578947368421,0.9730103806228374,recipes,0.42105263157894735,False,0.42105263157894735,12,"n_paragraphs(npmi=+0.49, n=12) | n_decorative_motifs(npmi=+0.47, n=12) | n_stars(npmi=+0.41, n=12)",[body] recipes/herbal | n_paragraphs+n_decorative_motifs
qodaiin,38,25,7,q,n,0.0,0.8947368421052632,0.3684210526315789,0.625514403292181,recipes,0.39473684210526316,False,0.39473684210526316,29,"n_stars(npmi=+0.25, n=8) | n_paragraphs(npmi=+0.27, n=7) | n_decorative_motifs(npmi=+0.26, n=7)",[body] herbal/recipes | has_central_object+has_T_O_diagram
tol,38,30,3,t,l,0.02631578947368421,0.868421052631579,0.42105263157894735,0.44246575342465755,herbal,0.42105263157894735,False,0.42105263157894735,15,"n_nymphs(npmi=+0.18, n=5) | has_water(npmi=+0.17, n=5) | n_stars(npmi=+0.10, n=6)",[body] herbal/biological | has_central_object+has_T_O_diagram
ykaiin,38,23,6,y,n,0.0,0.868421052631579,0.21052631578947367,0.7851239669421488,herbal,0.3157894736842105,False,0.3157894736842105,14,"n_decorative_motifs(npmi=+0.33, n=8) | n_paragraphs(npmi=+0.29, n=7) | n_stars(npmi=+0.23, n=7)",[body] herbal/recipes | has_moon_face+n_decorative_motifs
sy,38,34,2,s,y,0.0,0.9736842105263158,0.7368421052631579,0.23233695652173914,herbal,0.6052631578947368,False,0.6052631578947368,2,"has_marginal_annotation(npmi=+0.31, n=2) | n_plant_fragments(npmi=+0.13, n=4) | has_star_motif(npmi=+0.22, n=1)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
sheody,37,31,6,s,y,0.0,0.8918918918918919,0.32432432432432434,0.5358435916002897,herbal,0.32432432432432434,False,0.32432432432432434,2,"n_stars(npmi=+0.35, n=12) | n_paragraphs(npmi=+0.34, n=10) | n_decorative_motifs(npmi=+0.33, n=10)",[body] herbal/pharmaceutical | has_moon_face+fragments_are_whole_plants
@152;y,37,31,6,@,y,0.02702702702702703,0.7837837837837838,0.21621621621621623,0.6180101670297748,herbal,0.3783783783783784,False,0.3783783783783784,10,"has_water(npmi=+0.22, n=6) | n_pools(npmi=+0.20, n=5) | n_nymphs(npmi=+0.17, n=5)",[body] herbal/recipes | has_central_object+spiral_turns
{ch'}edy,37,20,8,{,y,0.0,0.8648648648648649,0.02702702702702703,0.9452554744525548,biological,0.6486486486486487,False,0.6486486486486487,24,"n_nymphs(npmi=+0.67, n=12) | has_water(npmi=+0.65, n=12) | n_pools(npmi=+0.66, n=11)",[body] biological/recipes | n_nymphs+has_water
lor,36,27,3,l,r,0.0,1.0,0.05555555555555555,0.9429892141756548,recipes,0.5555555555555556,False,0.5555555555555556,1,"n_paragraphs(npmi=+0.52, n=13) | n_decorative_motifs(npmi=+0.50, n=13) | n_stars(npmi=+0.44, n=13)",[body] recipes/biological | has_central_star+n_paragraphs
cheos,36,31,5,c,s,0.0,0.9166666666666666,0.3611111111111111,0.5225362872421695,herbal,0.3333333333333333,False,0.3333333333333333,8,"n_paragraphs(npmi=+0.30, n=9) | n_decorative_motifs(npmi=+0.29, n=9) | n_stars(npmi=+0.23, n=9)",[body] herbal/recipes | spiral_turns+has_spiral
ykar,36,26,4,y,r,0.027777777777777776,0.8611111111111112,0.1388888888888889,0.7471176018447349,herbal,0.4444444444444444,False,0.4444444444444444,23,"n_rays_or_petals(npmi=+0.31, n=2) | n_paragraphs(npmi=+0.15, n=5) | n_decorative_motifs(npmi=+0.13, n=5)",[body] recipes/herbal | spiral_turns+has_spiral
chees,36,31,5,c,s,0.0,0.9166666666666666,0.3055555555555556,0.6059678653404743,herbal,0.3055555555555556,False,0.3055555555555556,3,"n_paragraphs(npmi=+0.25, n=8) | n_decorative_motifs(npmi=+0.24, n=8) | n_stars(npmi=+0.19, n=8)",[body] recipes/herbal | has_T_O_diagram+has_moon_face
